,first_name,last_name,country,phone_number,sales_contact_code,invoice_number,invoice_date,total
376,Richard,Cook,Brazil,+250766666630,3,584,2021-04-06,594.0
377,Casey,Jennings,USA,+250766666624,3,18,2023-10-01,792.0
378,Casey,Jennings,USA,+250766666624,3,161,2020-05-01,297.0
379,Casey,Jennings,USA,+250766666624,3,200,2020-10-07,1584.0
380,Casey,Jennings,USA,+250766666624,3,395,2020-08-03,990.0
381,Casey,Jennings,USA,+250766666624,3,417,2022-09-15,1089.0
382,Casey,Jennings,USA,+250766666624,3,511,2021-11-02,990.0
383,Casey,Jennings,USA,+250766666624,3,529,2021-12-03,990.0
384,Casey,Jennings,USA,+250766666624,3,580,2024-03-06,297.0
385,Amber,Powell,United Kingdom,+250766666641,3,160,2021-04-06,396.0
386,Amber,Powell,United Kingdom,+250766666641,3,165,2020-06-13,891.0
387,Amber,Powell,United Kingdom,+250766666641,3,193,2024-03-01,990.0
388,Amber,Powell,United Kingdom,+250766666641,3,279,2023-11-14,396.0
389,Amber,Powell,United Kingdom,+250766666641,3,493,2022-11-09,396.0
390,Amber,Powell,United Kingdom,+250766666641,3,513,2020-03-20,495.0
391,Amber,Powell,United Kingdom,+250766666641,3,524,2022-05-28,1089.0
392,Amber,Powell,United Kingdom,+250766666641,3,547,2022-06-26,990.0
393,Amber,Powell,United Kingdom,+250766666641,3,589,2021-06-12,495.0
394,Anthony,Thomas,Hungary,+250766666608,4,97,2023-01-05,1089.0
395,Anthony,Thomas,Hungary,+250766666608,4,102,2022-06-14,693.0
396,Anthony,Thomas,Hungary,+250766666608,4,124,2021-06-24,990.0
397,Anthony,Thomas,Hungary,+250766666608,4,253,2023-12-08,1188.0
398,Anthony,Thomas,Hungary,+250766666608,4,306,2021-06-27,99.0
399,Anthony,Thomas,Hungary,+250766666608,4,311,2022-06-15,1089.0
400,Anthony,Thomas,Hungary,+250766666608,4,431,2022-02-18,396.0
401,James,Gonzales,USA,+250766666647,3,65,2021-12-20,99.0
402,James,Gonzales,USA,+250766666647,3,72,2021-11-04,990.0
403,James,Gonzales,USA,+250766666647,3,168,2023-10-22,891.0
404,James,Gonzales,USA,+250766666647,3,177,2020-12-19,396.0
405,James,Gonzales,USA,+250766666647,3,271,2020-12-25,495.0
406,James,Gonzales,USA,+250766666647,3,413,2020-03-04,990.0
407,James,Gonzales,USA,+250766666647,3,452,2022-10-09,693.0
408,James,Gonzales,USA,+250766666647,3,484,2023-05-05,495.0
409,James,Gonzales,USA,+250766666647,3,569,2021-03-26,891.0
410,Amy,Ramsey,India,+250766666616,5,66,2021-11-24,1584.0
411,Amy,Ramsey,India,+250766666616,5,75,2021-02-20,990.0
412,Amy,Ramsey,India,+250766666616,5,257,2020-04-10,990.0
413,Amy,Ramsey,India,+250766666616,5,268,2023-11-20,495.0
414,Amy,Ramsey,India,+250766666616,5,289,2023-08-19,297.0
415,Amy,Ramsey,India,+250766666616,5,389,2020-11-27,594.0
416,Amy,Ramsey,India,+250766666616,5,551,2022-10-04,990.0
417,Amy,Ramsey,India,+250766666616,5,591,2021-12-28,495.0
418,Leah,Boyer,Brazil,+250766666601,4,16,2021-09-10,1980.0
419,Leah,Boyer,Brazil,+250766666601,4,77,2023-01-18,792.0
420,Leah,Boyer,Brazil,+250766666601,4,149,2023-04-08,297.0
421,Leah,Boyer,Brazil,+250766666601,4,153,2024-02-19,198.0
422,Leah,Boyer,Brazil,+250766666601,4,182,2020-07-07,495.0
423,Leah,Boyer,Brazil,+250766666601,4,184,2024-01-28,1089.0
424,Leah,Boyer,Brazil,+250766666601,4,223,2022-02-23,990.0
425,Leah,Boyer,Brazil,+250766666601,4,270,2022-09-15,891.0
426,Leah,Boyer,Brazil,+250766666601,4,296,2021-06-12,396.0
427,Leah,Boyer,Brazil,+250766666601,4,442,2022-06-19,594.0
428,Leah,Boyer,Brazil,+250766666601,4,464,2022-10-12,297.0
429,Leah,Boyer,Brazil,+250766666601,4,536,2022-05-04,396.0
430,Leah,Boyer,Brazil,+250766666601,4,544,2023-02-25,891.0
431,Andrew,Stone,Belgium,+250766666645,3,29,2024-01-27,99.0
432,Andrew,Stone,Belgium,+250766666645,3,95,2023-08-29,1682.9999999999998
433,Andrew,Stone,Belgium,+250766666645,3,141,2020-09-26,693.0
434,Andrew,Stone,Belgium,+250766666645,3,170,2022-01-08,198.0
435,Andrew,Stone,Belgium,+250766666645,3,181,2023-03-19,792.0
436,Andrew,Stone,Belgium,+250766666645,3,212,2022-07-06,198.0
437,Andrew,Stone,Belgium,+250766666645,3,241,2021-01-18,792.0
438,Andrew,Stone,Belgium,+250766666645,3,360,2021-11-28,297.0
439,Andrew,Stone,Belgium,+250766666645,3,440,2022-09-05,594.0
440,Andrew,Stone,Belgium,+250766666645,3,576,2022-09-28,1089.0
441,Jonathan,David,Canada,+250766666628,3,118,2020-06-23,396.0
442,Jonathan,David,Canada,+250766666628,3,145,2023-02-09,495.0
443,Jonathan,David,Canada,+250766666628,3,192,2023-06-22,396.0
444,Jonathan,David,Canada,+250766666628,3,303,2022-03-25,1089.0
445,Jonathan,David,Canada,+250766666628,3,353,2023-01-24,1386.0
446,Jonathan,David,Canada,+250766666628,3,365,2023-07-16,396.0
447,Jonathan,David,Canada,+250766666628,3,377,2021-08-04,693.0
448,Jonathan,David,Canada,+250766666628,3,455,2022-10-01,792.0
449,Jonathan,David,Canada,+250766666628,3,478,2022-06-14,297.0
450,Jonathan,David,Canada,+250766666628,3,577,2020-12-27,1682.9999999999998
451,Cheyenne,Schultz,Portugal,+250766666612,5,28,2020-08-10,1089.0
452,Cheyenne,Schultz,Portugal,+250766666612,5,114,2022-06-10,594.0
453,Cheyenne,Schultz,Portugal,+250766666612,5,152,2022-09-28,594.0
454,Cheyenne,Schultz,Portugal,+250766666612,5,249,2022-04-29,990.0
455,Cheyenne,Schultz,Portugal,+250766666612,5,298,2020-07-24,396.0
456,Cheyenne,Schultz,Portugal,+250766666612,5,333,2021-07-14,495.0
457,Cheyenne,Schultz,Portugal,+250766666612,5,412,2022-06-03,990.0
458,Cheyenne,Schultz,Portugal,+250766666612,5,447,2021-03-23,1682.9999999999998
459,Cheyenne,Schultz,Portugal,+250766666612,5,537,2023-11-23,693.0
460,Cheyenne,Schultz,Portugal,+250766666612,5,587,2022-06-30,594.0
461,Cheyenne,Schultz,Portugal,+250766666612,5,593,2021-08-01,891.0
462,Kelly,Williams,USA,+250766666613,5,73,2021-04-28,396.0
463,Kelly,Williams,USA,+250766666613,5,80,2024-01-10,693.0
464,Kelly,Williams,USA,+250766666613,5,111,2023-04-27,990.0
465,Kelly,Williams,USA,+250766666613,5,113,2023-04-03,1188.0
466,Kelly,Williams,USA,+250766666613,5,130,2021-09-23,1089.0
467,Kelly,Williams,USA,+250766666613,5,188,2023-09-25,99.0
468,Kelly,Williams,USA,+250766666613,5,189,2023-05-31,297.0
469,Kelly,Williams,USA,+250766666613,5,198,2022-11-10,693.0
470,Kelly,Williams,USA,+250766666613,5,256,2022-12-29,1881.0
471,Kelly,Williams,USA,+250766666613,5,357,2024-02-10,1287.0
472,Kelly,Williams,USA,+250766666613,5,456,2021-05-21,1386.0
473,Kelly,Williams,USA,+250766666613,5,498,2023-04-14,891.0
474,Kelly,Williams,USA,+250766666613,5,521,2022-08-07,1782.0
475,Kelly,Williams,USA,+250766666613,5,532,2022-05-31,891.0
476,Kelly,Williams,USA,+250766666613,5,597,2021-11-10,990.0
477,Sara,Lee,USA,+250766666636,5,45,2024-01-09,297.0
478,Sara,Lee,USA,+250766666636,5,79,2021-01-14,693.0
479,Sara,Lee,USA,+250766666636,5,91,2023-01-13,891.0
480,Sara,Lee,USA,+250766666636,5,234,2021-07-24,198.0
481,Sara,Lee,USA,+250766666636,5,242,2021-09-30,297.0
482,Sara,Lee,USA,+250766666636,5,263,2023-09-06,1188.0
483,Sara,Lee,USA,+250766666636,5,309,2021-02-26,1089.0
484,Sara,Lee,USA,+250766666636,5,339,2021-12-15,297.0
485,Sara,Lee,USA,+250766666636,5,397,2022-12-06,594.0
486,Sara,Lee,USA,+250766666636,5,400,2023-07-29,990.0
487,Sara,Lee,USA,+250766666636,5,500,2023-01-08,495.0
488,Victor,Mendoza,France,,3,78,2023-07-04,297.0
489,Victor,Mendoza,France,,3,119,2024-02-22,891.0
490,Victor,Mendoza,France,,3,173,2020-11-01,495.0
491,Victor,Mendoza,France,,3,235,2022-08-07,990.0
492,Victor,Mendoza,France,,3,341,2022-04-15,1089.0
493,Victor,Mendoza,France,,3,361,2022-03-02,792.0
494,Victor,Mendoza,France,,3,376,2021-11-10,297.0
495,Victor,Mendoza,France,,3,388,2022-09-25,792.0
496,Victor,Mendoza,France,,3,416,2020-08-22,1089.0
497,Victor,Mendoza,France,,3,429,2022-01-12,99.0
498,Victor,Mendoza,France,,3,467,2020-04-20,1089.0
499,Victor,Mendoza,France,,3,477,2024-01-15,990.0
500,Victor,Mendoza,France,,3,520,2020-11-20,792.0
501,Victor,Mendoza,France,,3,526,2022-02-14,1682.9999999999998
502,Victor,Mendoza,France,,3,560,2022-11-10,1782.0
503,Victor,Mendoza,France,,3,563,2023-12-02,792.0
504,Victor,Mendoza,France,,3,582,2022-07-09,99.0
505,Victor,Mendoza,France,,3,588,2020-03-02,1485.0
506,Latoya,Andersen,Canada,+250766666610,4,19,2023-12-07,891.0
507,Latoya,Andersen,Canada,+250766666610,4,49,2023-04-01,891.0
508,Latoya,Andersen,Canada,+250766666610,4,156,2022-06-17,99.0
509,Latoya,Andersen,Canada,+250766666610,4,240,2020-10-16,297.0
510,Latoya,Andersen,Canada,+250766666610,4,260,2021-03-23,594.0
511,Latoya,Andersen,Canada,+250766666610,4,315,2023-12-22,297.0
512,Latoya,Andersen,Canada,+250766666610,4,328,2023-01-07,1980.0
513,Latoya,Andersen,Canada,+250766666610,4,352,2022-06-02,99.0
514,Latoya,Andersen,Canada,+250766666610,4,406,2020-07-26,594.0
515,Latoya,Andersen,Canada,+250766666610,4,482,2022-03-24,396.0
516,Latoya,Andersen,Canada,+250766666610,4,495,2023-07-21,1682.9999999999998
517,Latoya,Andersen,Canada,+250766666610,4,534,2023-01-31,693.0
